Team,Season,gameId,OpposingTeam,gameDate,home_or_away,situation,corsiPercentage,fenwickPercentage,xGoalsFor,shotsOnGoalFor,blockedShotAttemptsFor,goalsFor,savedShotsOnGoalFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,xGoalsAgainst,shotsOnGoalAgainst,blockedShotAttemptsAgainst,goalsAgainst,savedShotsOnGoalAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,powerPlayxGoalsFor,powerPlayxGoalsAgainst,shortHandedxGoalsAgainst,otherxGoalsFor,otherxGoalsAgainst,shortHandedxGoalsFor,fiveOnFivexGoalsFor,fiveOnFivexGoalsAgainst,fiveOnfiveFenwickPercentage,fiveOnfiveCorsiPercentage,last_10_avg_xgoals_for,last_10_avg_xgoals_against,result,home_away,last_10_avg_goals_for,last_10_avg_goals_against,opp_last_10_goals_for,opp_last_10_goals_against,opp_last_10_xgoals_against,opp_last_10_xgoals_for
CHI,2022,2022021182,DAL,20230328,HOME,all,0.3596,0.3478,1.472,18,8,1,17,11,23,23,8,15,19,3,2,0.607,0.307,0.557,0,0,1,2.47,33,12,4,29,7,31,8,5,8,36,7,2,0.845,0.933,0.692,0,3,1,0,0.168,0.524,0,0.203,0.063,1.408,1.576,0.4118,0.4118,2.4643,3.3252,0,1,2.1,3.7,4,3.8,2.9284,3.0205
CHI,2022,2022021196,STL,20230330,HOME,all,0.5702,0.5682,3.364,33,19,3,30,4,18,16,8,7,39,6,5,1.149,0.882,1.333,1,1,1,2.538,29,14,5,24,6,28,24,6,11,29,5,4,0.703,0.674,1.161,2,1,2,0.931,0,0.047,0.086,0.389,0,2.348,2.102,0.5541,0.5541,2.4256,3.1506,0,1,1.9,3.7,4.5,3.7,3.4210000000000003,2.3205999999999998
CHI,2022,2022021211,NJD,20230401,HOME,all,0.301,0.3288,1.209,17,7,3,14,2,23,27,3,13,18,5,1,0.358,0.649,0.201,0,2,1,3.639,40,23,6,34,2,28,14,3,15,38,8,3,1.091,1.048,1.501,3,1,2,0,0,0,0,0.955,0.019,1.189,2.685,0.3143,0.3143,2.4198,3.1132,0,1,1.9,3.8,2.7,2.9,2.8774,3.686
CHI,2022,2022021236,CGY,20230404,AWAY,all,0.3504,0.3765,2.84,23,9,4,19,2,29,29,8,7,21,7,4,0.529,0.924,1.387,1,1,2,4.099,36,23,3,33,0,26,17,8,10,37,12,4,1.113,1.508,1.478,1,1,1,0,0,0.105,0.597,1.137,0,2.243,2.857,0.3974,0.3974,2.3378,3.0506,1,0,2.1,4.1,4.1,3.6,2.557,3.5892000000000004
CHI,2022,2022021254,VAN,20230406,AWAY,all,0.53,0.5125,3.334,33,12,0,33,8,24,35,3,3,28,10,3,0.744,1.405,1.184,0,0,0,2.849,29,8,3,26,8,20,42,7,7,26,11,2,0.733,1.31,0.805,2,0,1,0.8,0.009,1.341,0.075,0.377,0,2.459,1.121,0.5517,0.5517,2.2197,3.1314,0,0,1.9,4.1,3.3,3.2,2.6124,3.165
CHI,2022,2022021271,SEA,20230408,AWAY,all,0.5536,0.5422,2.673,29,17,3,26,8,36,13,3,6,35,7,3,0.856,0.78,1.037,0,1,2,3.34,31,12,7,24,8,26,18,11,7,22,12,4,0.826,1.477,1.037,2,4,1,0.073,0.048,1.243,0.881,0.031,0,1.718,2.018,0.5556,0.5556,2.1088,3.0719000000000003,0,0,1.7,4.3,4,2.7,2.3437,3.2293999999999996
CHI,2022,2022021281,MIN,20230410,HOME,all,0.6614,0.631,3.199,42,31,2,40,9,38,21,3,10,42,8,3,1.164,1.077,0.958,0,2,0,2.287,22,12,4,18,11,21,19,4,12,21,8,2,0.477,1.042,0.768,1,2,1,0.036,0.415,0.022,0.152,0.56,0.415,2.596,1.29,0.6471,0.6471,2.1943,3.106,0,1,1.8,4.6,3.3,2.6,3.1531,2.9210000000000003
CHI,2022,2022021286,PIT,20230411,AWAY,all,0.3415,0.3956,4.483,27,6,5,22,10,24,30,6,9,22,10,4,0.573,1.279,2.632,1,2,2,4.173,40,26,2,38,4,37,20,4,14,35,16,4,1.226,1.907,1.04,0,1,1,0.044,0.234,1.467,2.632,0.147,0.088,1.719,2.325,0.4286,0.4286,2.3063,3.0402,1,0,2,4.5,3.4,2.8,3.2258000000000004,3.9311999999999996
CHI,2022,2022021306,PHI,20230413,HOME,all,0.5846,0.5306,3.468,38,24,4,34,2,35,24,13,17,38,9,5,0.853,1.18,1.435,0,2,2,4.037,36,8,5,31,2,25,21,8,6,30,9,7,0.701,1.153,2.183,0,2,3,0.284,0,0.636,0.511,0.283,0,2.672,3.118,0.5222,0.5222,2.6158,3.1237000000000004,0,1,2.4,4.1,2.5,3.7,3.1314,2.9664
CHI,2023,2023020002,PIT,20231010,AWAY,all,0.5069,0.4954,3.933,36,19,4,32,2,19,13,12,2,44,5,5,1.216,0.605,2.113,1,1,2,3.368,41,16,2,39,8,40,23,11,8,43,8,4,1.26,0.949,1.16,1,1,0,0.192,0,0.867,0.905,0.17,0.01,2.825,2.331,0.4828,0.4828,,,1,0,,,,,,
CHI,2023,2023020006,BOS,20231011,AWAY,all,0.3782,0.4024,2.462,21,12,1,20,13,20,24,3,6,24,5,4,0.723,0.475,1.263,0,0,1,4.817,33,25,3,30,13,34,25,4,6,33,9,7,1.059,1.161,2.597,2,0,1,0,0,1.085,0,0.874,0.147,2.314,2.858,0.4225,0.4225,3.933,3.368,0,0,4,2,,,,
CHI,2023,2023020024,MTL,20231014,AWAY,all,0.4803,0.4824,2.709,30,20,2,28,8,12,23,4,12,34,3,4,0.731,0.411,1.567,0,1,1,3.097,36,22,3,33,20,36,15,4,17,33,7,4,1.006,0.816,1.275,1,1,1,0.863,0.887,0.41,0.699,0.086,0,1.147,1.715,0.3846,0.3846,3.1975,4.0925,0,0,2.5,2.5,5,5,3.688,2.656
CHI,2023,2023020038,TOR,20231016,AWAY,all,0.404,0.3838,3.203,31,23,4,27,11,22,42,5,13,29,5,4,0.863,0.588,1.752,1,1,2,6.096,36,29,1,35,13,37,27,7,5,41,8,12,1.207,0.997,3.891,0,1,0,0.765,1.005,0.304,0.575,2.131,0,1.864,2.656,0.4189,0.4189,3.0346666666666664,3.760666666666667,1,0,2.3333333333333335,2.6666666666666665,6,4.5,2.9825,3.917
CHI,2023,2023020061,COL,20231019,AWAY,all,0.3429,0.3418,2.278,18,9,0,18,6,25,17,6,2,19,3,5,0.524,0.349,1.405,0,0,0,4.456,41,17,4,37,8,28,9,6,5,29,19,4,1.053,2.264,1.139,0,3,1,0.045,0.227,1.605,0,0,0.208,2.025,2.624,0.3548,0.3548,3.07675,4.3445,0,0,2.75,2.25,3.3333333333333335,1.3333333333333333,3.123333333333333,5.340333333333334
CHI,2023,2023020071,VGK,20231021,HOME,all,0.5149,0.5231,1.686,24,18,3,21,10,25,23,10,18,27,7,0,0.916,0.769,0,2,1,0,3.437,24,18,5,19,8,34,27,5,7,19,8,4,0.591,0.963,1.884,1,2,2,0.632,0.01,1.597,0,0.075,0.119,0.935,1.755,0.4773,0.4773,2.9170000000000003,4.3668,0,1,2.2,2.6,3.8,1.6,3.0614,3.4156
CHI,2023,2023020092,BOS,20231024,HOME,all,0.4054,0.381,2.034,23,13,0,23,10,32,15,5,10,24,7,1,0.667,1.018,0.349,0,0,0,2.109,43,14,3,40,8,33,16,4,5,46,4,2,1.118,0.452,0.539,1,1,1,0.177,0,0.036,0.131,0.097,0,1.725,1.976,0.3836,0.3836,2.7118333333333333,4.211833333333334,0,1,2.3333333333333335,3,3.2,1.4,3.2552,3.4492000000000003
CHI,2023,2023020111,VGK,20231027,AWAY,all,0.5377,0.5479,2.629,24,17,4,20,8,20,24,9,4,30,7,3,0.792,0.927,0.91,1,2,1,2.458,21,16,3,18,2,32,23,5,14,20,11,2,0.689,1.261,0.508,1,2,0,0,0,0.73,0.719,0,0,1.91,1.728,0.5873,0.5873,2.6149999999999998,3.9114285714285715,1,0,2,3,3.857142857142857,1.8571428571428572,2.777285714285714,3.3512857142857144
CHI,2023,2023020137,ARI,20231030,AWAY,all,0.5116,0.4536,1.566,30,22,1,29,20,33,33,3,4,40,4,0,1.081,0.485,0,1,0,0,5.135,33,10,8,25,16,26,17,6,9,25,20,8,0.733,2.076,2.327,3,2,3,0.037,0,0.595,0.015,0.62,0.16,1.355,3.92,0.4615,0.4615,2.61675,3.72975,0,0,2.25,3,2.7142857142857144,2.857142857142857,3.0611428571428574,3.0477142857142856
CHI,2023,2023020168,FLA,20231104,HOME,all,0.3306,0.3864,2.967,25,7,5,20,8,23,23,14,14,24,7,3,0.862,0.761,1.344,2,1,2,3.967,40,29,2,38,8,29,23,2,5,39,10,5,1.102,1.241,1.624,0,1,1,0.237,0,0.628,1.011,0.886,0,1.719,2.453,0.411,0.411,2.5,3.8858888888888887,1,1,2.111111111111111,3.5555555555555554,2.6666666666666665,2.5555555555555554,2.922888888888889,3.5826666666666664
CHI,2023,2023020174,NJD,20231105,HOME,all,0.4331,0.4362,2.43,34,14,2,32,6,36,26,6,12,35,2,4,1.057,0.264,1.109,0,0,2,3.957,41,19,4,37,2,31,21,8,5,41,7,5,1.096,0.904,1.957,1,1,2,0.33,0.01,0.633,0.246,0.611,0.008,1.846,2.703,0.425,0.425,2.5467,3.8939999999999997,0,1,2.4,3.4,3.9,3.6,3.6480000000000006,3.9228
CHI,2023,2023020198,TBL,20231109,AWAY,all,0.3796,0.4268,2.667,29,6,5,24,8,24,16,16,4,27,5,3,0.785,0.646,1.236,1,2,2,3.323,33,20,3,30,12,43,26,5,6,32,12,3,1.251,1.368,0.704,0,2,1,0.97,0.068,0.704,0,0.559,0.011,1.687,1.992,0.463,0.463,2.3964,3.9529000000000005,1,0,2.2,3.6,3.9,3.1,3.2768,3.5573
CHI,2023,2023020222,FLA,20231112,AWAY,all,0.3628,0.3974,1.896,26,10,3,23,8,23,25,6,7,24,3,4,0.558,0.314,1.024,1,1,1,3.485,31,25,4,27,6,32,25,10,12,34,9,4,1.18,1.08,1.226,1,2,1,0.003,0,1.348,0.498,0,0.01,1.386,2.137,0.4032,0.4032,2.4169,3.8034999999999997,0,0,2.6,3.6,3.2,2.6,2.8746,3.4408000000000003
CHI,2023,2023020246,TBL,20231116,HOME,all,0.3654,0.3026,2.317,14,15,2,12,11,34,25,13,9,12,8,3,0.345,1.082,0.891,0,2,0,5.081,32,13,4,28,11,24,28,6,9,38,6,9,1.114,0.73,3.237,1,0,3,0.493,0.216,0.597,0.04,1.084,0.189,1.595,3.184,0.2586,0.2586,2.3356,3.8423000000000003,0,1,2.7,3.7,3.3,3.5,3.1846,3.3813000000000004
CHI,2023,2023020256,NSH,20231118,AWAY,all,0.4643,0.4253,2.411,31,15,2,29,6,25,31,7,10,30,4,3,0.868,0.441,1.101,1,0,1,4.706,31,10,4,27,4,32,30,8,9,32,13,5,0.882,1.531,2.292,0,1,3,0.059,0,1.2,0,0.916,0.292,2.06,2.59,0.4429,0.4429,2.247,3.7408,0,0,2.5,4,3.1,3.7,2.9715,3.1547
CHI,2023,2023020270,BUF,20231119,HOME,all,0.59,0.5694,2.627,26,18,2,24,6,23,14,17,11,31,8,2,0.868,1.009,0.749,0,1,1,2.003,20,10,3,17,6,28,17,9,13,26,3,2,0.756,0.397,0.85,2,0,1,0.091,0.099,0.516,0.377,0,0.116,2.042,1.389,0.5574,0.5574,2.2603,3.7658,0,1,2.7,4,2.9,3.3,3.405,3.0374
CHI,2023,2023020280,CBJ,20231122,AWAY,all,0.5702,0.5506,3.8,36,20,3,33,6,26,22,5,5,35,9,5,0.991,1.096,1.714,1,1,1,2.535,26,12,7,19,8,26,11,2,7,29,9,2,1.031,1.042,0.462,2,5,0,0.061,0,0.277,0.086,0.028,0.33,3.324,2.23,0.5325,0.5325,2.3544,3.6224000000000003,0,0,2.6,3.8,2.8,3.9,3.2358,3.1474
CHI,2023,2023020295,TOR,20231124,HOME,all,0.5111,0.5,2.209,34,23,4,30,8,20,22,12,20,38,7,1,1.134,0.847,0.228,2,1,1,3.863,37,20,3,34,8,29,17,9,18,28,13,5,0.834,1.847,1.183,1,1,1,0.235,0.062,0.034,0.358,0.705,0,1.616,3.062,0.5,0.5,2.5309999999999997,3.665,1,1,2.9,4.2,3.4,3.7,3.3176,2.9539
CHI,2023,2023020317,STL,20231126,HOME,all,0.6019,0.5185,3.359,33,23,2,31,4,27,18,10,24,27,12,3,0.813,1.557,0.99,0,1,1,3.667,28,4,4,24,4,24,24,7,18,23,12,4,0.737,1.652,1.278,1,2,1,0.513,0,0.596,0.031,0,0.041,2.774,3.07,0.507,0.507,2.489,3.8055,0,1,2.9,4.2,3.7,3.5,3.2515,3.3312
CHI,2023,2023020333,SEA,20231128,HOME,all,0.4087,0.4079,2.321,23,16,4,19,14,31,15,18,23,21,8,2,0.597,0.972,0.753,3,0,1,2.221,36,23,3,33,10,31,14,6,10,39,4,2,0.916,0.378,0.927,2,1,0,0.176,0.036,0.736,0.541,0.012,0.024,1.58,1.437,0.4286,0.4286,2.6683,3.6587000000000005,1,1,3,3.8,3,3.5,2.5166,3.006
CHI,2023,2023020342,DET,20231130,AWAY,all,0.5752,0.5506,4.786,35,16,1,34,10,20,13,5,6,39,4,6,1.149,0.483,3.154,0,0,1,3.653,29,8,5,24,8,27,12,5,11,26,9,5,0.822,1.075,1.757,0,2,3,2.945,0.246,0.915,0.128,0,0.01,1.703,2.492,0.5556,0.5556,2.6037,3.4841,0,0,2.9,3.9,3.6,3,2.9480999999999997,3.0467
CHI,2023,2023020357,WPG,20231202,AWAY,all,0.4444,0.4342,2.13,21,15,1,20,8,24,30,4,8,26,5,2,0.904,0.685,0.541,1,0,0,2.763,28,17,3,25,4,26,22,10,9,28,13,2,0.63,1.469,0.664,0,3,0,0.007,0.026,0.228,0.055,0.577,0.22,1.848,1.932,0.4242,0.4242,2.8393,3.4537,0,0,2.8,4,3.1,2.3,2.8643,2.6881
CHI,2023,2023020369,MIN,20231203,AWAY,all,0.4261,0.4578,2.624,29,11,1,28,6,29,31,5,4,31,4,3,0.647,0.555,1.422,0,0,1,2.618,34,21,4,30,6,25,21,8,11,33,11,1,1.179,1.178,0.261,1,3,0,0.996,0,0.324,0,0.06,0.283,1.345,2.233,0.3548,0.3548,2.7855999999999996,3.3977000000000004,0,0,2.4,4,2.6,3.1,2.9158999999999997,3.0134
CHI,2023,2023020384,NSH,20231205,HOME,all,0.4576,0.4684,2.872,28,17,3,25,4,22,11,18,23,25,9,3,0.78,0.956,1.135,1,1,1,4.048,30,22,3,27,4,21,22,6,9,27,10,5,0.764,1.213,2.072,0,1,2,0.27,0,0.882,0.255,0.135,0,2.347,3.032,0.4412,0.4412,2.8584,3.311,0,1,2.2,4,3.4,2.8,2.8784,3.5151000000000003
CHI,2023,2023020399,ANA,20231207,HOME,all,0.3853,0.425,2.381,25,8,1,24,6,25,13,7,10,26,5,3,0.81,0.681,0.89,1,0,0,2.241,37,21,0,37,8,28,19,5,9,40,4,2,1.123,0.533,0.585,0,0,0,0.477,0.052,0.035,0.288,0.078,0,1.616,2.076,0.3968,0.3968,2.9139,3.2077,1,1,2.3,3.9,2.1,4.4,3.4524999999999997,2.7765
CHI,2023,2023020416,STL,20231209,HOME,all,0.3969,0.398,3.24,24,13,3,21,11,31,20,13,13,25,8,6,0.934,0.874,1.432,1,2,0,4.428,39,20,1,38,11,25,18,7,4,42,11,6,1.179,1.412,1.837,1,0,0,0.815,0.092,0.049,0,0.936,0.141,2.285,3.351,0.3947,0.3947,2.9109,2.9612000000000003,1,1,2.2,3.5,3.1,3.9,3.7517000000000005,3.4412
CHI,2023,2023020422,WSH,20231210,HOME,all,0.5299,0.5412,2.906,34,16,2,32,6,32,18,14,13,34,9,3,0.915,1.061,0.929,0,2,0,2.03,27,16,4,23,12,21,19,3,9,30,9,0,0.825,1.205,0,1,3,0,1.098,0,0.035,0.47,0.101,0.205,1.132,1.894,0.4918,0.4918,2.9722,3.2037,0,1,2.3,3.3,2.5,3.2,3.3097000000000003,2.7613
CHI,2023,2023020437,EDM,20231212,AWAY,all,0.3761,0.3947,1.465,23,11,1,22,4,24,31,18,8,23,7,0,0.673,0.792,0,1,0,0,3.359,29,22,4,25,6,28,18,12,13,29,15,2,0.992,1.687,0.679,1,2,1,0,0.108,0.105,0,0.368,0,1.465,2.777,0.4348,0.4348,2.8828,3.1532,0,0,2.2,3,4.4,2.9,2.4238,3.9842
CHI,2023,2023020453,SEA,20231214,AWAY,all,0.3832,0.4,0.945,22,11,1,21,4,22,32,10,4,28,2,0,0.644,0.301,0,1,0,0,3.194,29,21,7,22,2,29,15,6,7,30,13,2,0.964,1.618,0.612,4,2,1,0.024,0,0.321,0,0,0.018,0.903,2.873,0.3846,0.3846,2.8084,3.1028,0,0,1.9,3.1,2.4,2.8,2.4172000000000002,2.6689
CHI,2023,2023020474,VAN,20231217,HOME,all,0.4854,0.5316,2.556,28,8,3,25,13,21,11,10,11,34,4,4,0.871,0.544,1.141,1,1,1,2.424,27,16,4,23,13,26,14,12,1,31,3,3,0.882,0.39,1.152,3,0,1,0.759,0.118,0.715,0.621,0.011,0.102,1.073,1.581,0.4706,0.4706,2.5669999999999997,3.0555,0,1,1.8,3.4,3.1,2.3,3.2194000000000003,3.5081
CHI,2023,2023020492,COL,20231219,HOME,all,0.3889,0.4023,2.328,22,7,3,19,6,23,26,15,9,27,3,5,0.79,0.373,1.165,1,0,2,4.255,37,14,2,35,12,25,19,6,6,41,8,3,1.402,1.013,1.84,0,0,2,0.447,0.12,1.647,0.035,0.549,0,1.846,1.938,0.4394,0.4394,2.5905,3.0758,1,1,1.7,3.5,3.3,3.6,3.4549,3.3897999999999997
CHI,2023,2023020513,MTL,20231222,HOME,all,0.4741,0.4865,2.023,21,19,2,19,11,22,26,13,14,28,8,0,0.906,1.117,0,1,1,0,3.63,28,23,5,23,7,29,12,5,2,29,4,5,0.715,0.523,2.392,0,2,3,0,0,0.019,0.049,0.912,0.116,1.858,2.7,0.4857,0.4857,2.3447,3.136,0,1,1.9,3.2,2.6,3.2,3.1516,3.2621
CHI,2023,2023020524,STL,20231223,AWAY,all,0.4174,0.3864,2.456,20,14,5,15,8,23,36,12,7,26,6,2,0.555,0.757,1.144,2,1,2,4.508,42,13,7,35,4,35,21,11,9,38,11,5,1.07,1.512,1.926,3,3,1,0.959,0,0.821,0,1.15,0.222,1.275,2.537,0.4085,0.4085,2.334,3.2226999999999997,0,0,2,3.4,2.6,3.7,3.4997,3.2981000000000003
CHI,2023,2023020538,WPG,20231227,HOME,all,0.3543,0.3548,1.515,25,12,2,23,8,30,25,12,11,28,5,0,0.763,0.752,0,1,1,0,3.967,38,22,1,37,4,26,25,14,3,43,13,4,1.113,1.649,1.206,1,0,0,0.195,0.037,0.005,0.108,0.183,0.017,1.195,3.742,0.3293,0.3293,2.3172,3.4116999999999997,1,1,2.4,3.7,3.7,1.8,3.0349999999999997,2.9473
CHI,2023,2023020551,DAL,20231229,AWAY,all,0.4429,0.4608,2.47,29,15,4,25,4,24,31,9,10,41,3,3,0.856,0.346,1.268,1,1,2,4.639,35,23,5,30,6,42,13,7,15,37,13,5,1.194,2.013,1.431,1,2,2,0.81,0,1.152,0,0.307,0.022,1.639,3.18,0.443,0.443,2.1815,3.4036,0,0,2.3,3.5,3.5,3.6,2.5864000000000003,2.9432
CHI,2023,2023020572,DAL,20231231,AWAY,all,0.4583,0.4138,2.204,24,19,1,23,6,25,29,8,9,29,5,2,0.743,0.644,0.816,0,0,1,4.026,41,14,8,33,6,30,5,6,11,32,17,2,1.152,2.235,0.639,4,4,0,0.624,0.025,1.035,0,0,0,1.579,2.965,0.4459,0.4459,2.1904,3.6433999999999997,0,0,2.6,4,3.6,3.5,2.5338000000000003,3.027
CHI,2023,2023020579,NSH,20240102,AWAY,all,0.3577,0.3765,0.94,21,12,0,21,13,21,30,9,10,30,2,0,0.736,0.205,0,0,0,0,3.375,36,26,3,33,11,29,24,5,7,40,10,3,1.217,1.112,1.046,1,0,2,0.024,0,0.473,0,0.729,0.015,0.902,2.174,0.3913,0.3913,2.0868,3.6031999999999997,0,0,2.4,4.7,3,3.1,3.1732,3.1529
CHI,2023,2023020591,NYR,20240104,AWAY,all,0.4159,0.378,1.904,23,16,1,22,9,16,23,2,1,23,6,2,0.628,0.75,0.525,0,0,1,2.639,32,15,4,28,11,29,19,3,5,43,6,2,1.44,0.769,0.431,3,0,1,0.052,0,0.558,0.041,0.372,0,1.812,1.708,0.3971,0.3971,1.8902,3.7377000000000002,0,0,2.2,4.6,3.6,3,3.3015999999999996,3.1869
CHI,2023,2023020602,NJD,20240105,AWAY,all,0.3982,0.4342,2.354,25,12,2,23,28,19,17,7,8,25,5,3,0.675,0.495,1.184,1,0,1,3.419,32,25,4,28,26,36,19,2,6,28,11,4,0.801,1.385,1.234,2,0,2,0.396,0.339,1.169,0.502,0.673,0.139,1.317,1.239,0.4902,0.4902,1.9341000000000002,3.6656999999999997,0,0,2.2,4.6,3.5,3.3,2.5354,3.5903
CHI,2023,2023020617,CGY,20240107,HOME,all,0.4,0.4,1.883,20,16,4,16,6,25,22,10,12,22,4,2,0.599,0.446,0.838,3,1,0,2.673,30,24,3,27,6,33,18,4,6,32,6,4,0.733,0.705,1.234,1,1,1,0.163,0.067,0.422,0.531,0.481,0.048,1.141,1.703,0.4444,0.4444,2.075,3.6881999999999997,1,1,2.3,4.3,3.1,2.2,3.179,3.157
CHI,2023,2023020632,EDM,20240109,HOME,all,0.5714,0.597,2.633,26,16,1,25,2,19,19,9,5,28,9,3,0.871,1.132,0.631,0,1,0,2.32,15,15,2,13,6,34,9,13,5,19,6,2,0.469,0.761,1.09,0,2,0,0.718,0,0.052,0.044,1.09,0.157,1.714,1.178,0.5577,0.5577,2.0077000000000003,3.7131,0,1,2.4,4.2,3.8,2.8,2.8769,4.0091
CHI,2023,2023020648,WPG,20240111,AWAY,all,0.4153,0.4085,1.072,21,20,1,20,8,24,17,4,6,26,3,0,0.664,0.408,0,1,0,0,2.133,28,27,2,26,4,24,33,7,6,35,7,0,1.109,1.024,0,1,1,0,0.014,0,0.264,0.043,0,0.078,0.937,1.869,0.3934,0.3934,2.0382000000000002,3.5195999999999996,0,0,2.2,4.2,3.8,1.5,2.5472,3.4890999999999996
CHI,2023,2023020664,DAL,20240113,HOME,all,0.5,0.5385,3.056,35,12,1,34,11,19,27,10,9,40,5,4,1.028,0.677,1.351,0,0,1,3.124,30,19,3,27,9,43,23,5,6,37,1,4,1.004,0.1,2.02,1,0,2,0.11,0.1,0.543,0.181,1.321,0.131,2.634,1.16,0.5625,0.5625,1.9431,3.3699,0,1,2.1,3.9,4.1,3,2.678,3.6001
CHI,2023,2023020686,SJS,20240116,HOME,all,0.4961,0.4227,2.785,25,23,1,24,16,27,26,13,8,30,7,4,1.101,0.802,0.882,0,0,1,3.756,38,9,1,37,20,28,35,3,3,44,7,5,1.244,1.087,1.425,1,0,0,1.035,0,0.046,0.296,0.07,0.142,1.311,3.64,0.3553,0.3553,2.0031,3.2314999999999996,0,1,1.7,3.5,1.5,4.1,3.7175,2.2361
CHI,2023,2023020691,BUF,20240118,AWAY,all,0.3846,0.3714,2.023,19,14,0,19,15,22,25,6,1,18,5,3,0.431,0.774,0.818,0,0,0,2.484,31,20,3,28,8,17,14,5,1,34,10,0,1.31,1.174,0,2,1,0,0.078,0,1.115,0,0,0.392,1.552,1.369,0.3415,0.3415,2.1301,3.2104,0,0,1.6,3.5,2.7,2.6,3.0486,3.0462
CHI,2023,2023020705,NYI,20240119,HOME,all,0.4297,0.4198,1.603,24,21,4,20,6,28,24,7,5,26,8,0,0.657,0.946,0,2,2,0,3.457,30,26,3,27,4,33,31,4,5,35,10,2,1.273,1.253,0.931,2,1,0,0.094,0,0.598,0.02,0.757,0,1.489,2.102,0.4384,0.4384,2.0854,2.9949,1,1,1.2,3.3,2.6,3.5,3.1447,2.3893999999999997
CHI,2023,2023020728,VAN,20240122,AWAY,all,0.4587,0.4545,2.255,31,10,0,31,6,21,26,4,5,31,5,4,0.768,0.505,0.982,0,0,0,3.485,29,11,2,27,8,17,28,8,12,32,11,5,0.796,1.321,1.368,2,0,0,0.172,0.01,0.531,0.113,0.262,0.097,1.872,2.682,0.3731,0.3731,2.0253,2.9379999999999997,0,0,1.5,2.8,4,2.5,3.0617,3.1283000000000003
CHI,2023,2023020743,SEA,20240124,AWAY,all,0.5469,0.5778,3.671,34,18,2,32,6,33,16,11,4,43,5,4,1.13,0.595,1.947,1,0,1,2.785,29,20,6,23,6,34,7,6,4,27,8,3,0.931,0.992,0.862,3,2,1,0.997,0,0.587,0,0,0.01,2.664,2.198,0.5333,0.5333,2.1568,2.949,0,0,1.5,2.7,3,2.4,2.8181000000000003,2.808
CHI,2023,2023020754,EDM,20240125,AWAY,all,0.4054,0.4167,2.431,27,10,0,27,4,22,31,8,7,28,4,3,0.818,0.625,0.988,0,0,0,4.925,34,17,3,31,2,31,20,12,12,30,13,6,0.934,1.483,2.508,1,1,1,0,0,0.537,0,1.532,0,2.431,2.856,0.4545,0.4545,2.3335,2.9636,0,0,1.6,2.9,3.7,1.5,2.3735,3.8994
CHI,2023,2023020771,CGY,20240127,AWAY,all,0.4715,0.5055,3.335,32,12,0,32,4,29,23,9,11,31,10,5,0.636,1.305,1.394,0,0,0,3.22,31,20,1,30,4,26,25,5,16,36,4,5,0.848,0.73,1.642,0,0,1,0.025,0.173,0.49,0.606,0.511,0.201,2.502,2.045,0.4933,0.4933,2.3411999999999997,3.1142,0,0,1.4,2.8,3.2,3.1,3.1404,2.7319
CHI,2023,2023020793,MIN,20240207,HOME,all,0.4757,0.4429,1.703,21,18,1,20,9,32,20,15,13,23,7,1,0.492,0.822,0.388,0,1,0,3.601,25,15,2,23,9,25,18,5,6,27,7,5,0.762,1.054,1.785,2,0,0,0.182,0,0.087,0.138,0.772,0,1.383,2.742,0.4737,0.4737,2.4864,3.1689,0,1,1,2.6,3.3,3.9,3.0611,2.8272
CHI,2023,2023020802,NYR,20240209,HOME,all,0.5046,0.5,3.019,31,15,3,28,8,34,17,6,10,25,13,2,0.668,1.57,0.781,2,0,1,2.664,35,14,4,31,4,22,19,5,9,30,7,3,0.926,0.836,0.902,1,3,0,0.136,0,0.104,0.172,0.379,0.087,2.625,2.181,0.5556,0.5556,2.3934,3.2969999999999997,0,1,1,2.6,3,2.4,2.5515,2.9412
CHI,2023,2023020832,VAN,20240213,HOME,all,0.4159,0.3864,2.058,24,13,2,22,13,25,18,10,7,25,7,2,0.763,0.803,0.492,1,0,1,3.987,38,12,4,34,13,25,20,9,6,42,6,6,1.315,0.701,1.971,2,0,2,0.626,0.024,0.249,0.01,0.704,0.009,1.413,3.01,0.3538,0.3538,2.5881,3.3501,0,1,1.2,2.8,3,2.8,2.9937,3.1242
CHI,2023,2023020845,PIT,20240215,HOME,all,0.4468,0.4722,1.56,28,8,1,27,2,17,17,10,14,28,6,0,0.863,0.697,0,0,1,0,2.305,27,14,4,23,4,30,11,6,7,28,8,2,0.923,0.887,0.494,2,1,1,0.263,0,0.007,0.089,0.279,0,1.207,2.019,0.4375,0.4375,2.4882999999999997,3.4364,0,1,1.3,2.9,2.2,2.5,2.9826,3.1212
